"","time","Press"
"1",2017-03-14 01:00:00,"997.7"
"2",2017-03-14 02:00:00,"997.5"
"3",2017-03-14 03:00:00,"X"
"4",2017-03-14 04:00:00,"997.0"
"5",2017-03-14 05:00:00,"997.5"
"6",2017-03-14 06:00:00,"998.1"
"7",2017-03-14 07:00:00,"998.9"
"8",2017-03-14 08:00:00,"999.9"
"9",2017-03-14 09:00:00,"1001.0"
"10",2017-03-14 10:00:00,"1001.6"
"11",2017-03-14 11:00:00,"1001.3"
"12",2017-03-14 12:00:00,"1000.3"
"13",2017-03-14 13:00:00,"999.3"
"14",2017-03-14 14:00:00,"998.8"
"15",2017-03-14 15:00:00,"998.7"
"16",2017-03-14 16:00:00,"998.8"
"17",2017-03-14 17:00:00,"998.8"
"18",2017-03-14 18:00:00,"999.9"
"19",2017-03-14 19:00:00,"1000.7"
"20",2017-03-14 20:00:00,"1001.5"
"21",2017-03-14 21:00:00,"1002.1"
"22",2017-03-14 22:00:00,"1002.1"
"23",2017-03-14 23:00:00,"1002.5"
"24",2017-03-15 00:00:00,"1002.3"
"25",2017-03-15 01:00:00,"1002.0"
"26",2017-03-15 02:00:00,"1001.6"
"27",2017-03-15 03:00:00,"1001.5"
"28",2017-03-15 04:00:00,"1002.1"
"29",2017-03-15 05:00:00,"1001.9"
"30",2017-03-15 06:00:00,"1002.7"
"31",2017-03-15 07:00:00,"1003.0"
"32",2017-03-15 08:00:00,"1003.5"
"33",2017-03-15 09:00:00,"1004.2"
"34",2017-03-15 10:00:00,"1004.2"
"35",2017-03-15 11:00:00,"1003.7"
"36",2017-03-15 12:00:00,"1002.9"
"37",2017-03-15 13:00:00,"1001.9"
"38",2017-03-15 14:00:00,"1001.0"
"39",2017-03-15 15:00:00,"1000.3"
"40",2017-03-15 16:00:00,"1000.0"
"41",2017-03-15 17:00:00,"999.9"
"42",2017-03-15 18:00:00,"1000.0"
"43",2017-03-15 19:00:00,"1000.2"
"44",2017-03-15 20:00:00,"1000.9"
"45",2017-03-15 21:00:00,"1001.7"
"46",2017-03-15 22:00:00,"1001.6"
"47",2017-03-15 23:00:00,"1001.6"
"48",2017-03-16 00:00:00,"1001.5"
"49",2017-03-16 01:00:00,"1001.1"
"50",2017-03-16 02:00:00,"1000.7"
"51",2017-03-16 03:00:00,"1000.7"
"52",2017-03-16 04:00:00,"1001.1"
"53",2017-03-16 05:00:00,"X"
"54",2017-03-16 06:00:00,"1001.2"
"55",2017-03-16 07:00:00,"1001.7"
"56",2017-03-16 08:00:00,"1001.9"
"57",2017-03-16 09:00:00,"1001.8"
"58",2017-03-16 10:00:00,"1000.8"
"59",2017-03-16 11:00:00,"1000.6"
"60",2017-03-16 12:00:00,"1000.5"
"61",2017-03-16 13:00:00,"999.7"
"62",2017-03-16 14:00:00,"999.5"
"63",2017-03-16 15:00:00,"998.7"
"64",2017-03-16 16:00:00,"X"
"65",2017-03-16 17:00:00,"999.4"
"66",2017-03-16 18:00:00,"1000.1"
"67",2017-03-16 19:00:00,"1000.7"
"68",2017-03-16 20:00:00,"1001.4"
"69",2017-03-16 21:00:00,"1001.9"
"70",2017-03-16 22:00:00,"1002.3"
"71",2017-03-16 23:00:00,"1002.1"
"72",2017-03-17 00:00:00,"1002.3"
"73",2017-03-17 01:00:00,"1002.2"
"74",2017-03-17 02:00:00,"1001.6"
"75",2017-03-17 03:00:00,"1001.5"
"76",2017-03-17 04:00:00,"1001.5"
"77",2017-03-17 05:00:00,"1001.7"
"78",2017-03-17 06:00:00,"1001.9"
"79",2017-03-17 07:00:00,"1002.5"
"80",2017-03-17 08:00:00,"1002.8"
"81",2017-03-17 09:00:00,"1003.1"
"82",2017-03-17 10:00:00,"1003.0"
"83",2017-03-17 11:00:00,"1002.4"
"84",2017-03-17 12:00:00,"1001.8"
"85",2017-03-17 13:00:00,"1001.1"
"86",2017-03-17 14:00:00,"1000.4"
"87",2017-03-17 15:00:00,"1000.0"
"88",2017-03-17 16:00:00,"999.9"
"89",2017-03-17 17:00:00,"1000.1"
"90",2017-03-17 18:00:00,"1000.8"
"91",2017-03-17 19:00:00,"1001.7"
"92",2017-03-17 20:00:00,"1002.7"
"93",2017-03-17 21:00:00,"1003.5"
"94",2017-03-17 22:00:00,"1004.0"
"95",2017-03-17 23:00:00,"1003.5"
"96",2017-03-18 00:00:00,"1003.5"
"97",2017-03-18 01:00:00,"1002.9"
"98",2017-03-18 02:00:00,"1002.5"
"99",2017-03-18 03:00:00,"1002.5"
"100",2017-03-18 04:00:00,"1002.1"
"101",2017-03-18 05:00:00,"1002.2"
"102",2017-03-18 06:00:00,"1002.6"
"103",2017-03-18 07:00:00,"1003.4"
"104",2017-03-18 08:00:00,"1004.5"
"105",2017-03-18 09:00:00,"1004.5"
"106",2017-03-18 10:00:00,"1004.3"
"107",2017-03-18 11:00:00,"1003.8"
"108",2017-03-18 12:00:00,"1003.1"
"109",2017-03-18 13:00:00,"1002.0"
"110",2017-03-18 14:00:00,"1001.4"
"111",2017-03-18 15:00:00,"1000.9"
"112",2017-03-18 16:00:00,"1001.0"
"113",2017-03-18 17:00:00,"1001.0"
"114",2017-03-18 18:00:00,"1001.1"
"115",2017-03-18 19:00:00,"1001.7"
"116",2017-03-18 20:00:00,"1002.4"
"117",2017-03-18 21:00:00,"1002.5"
"118",2017-03-18 22:00:00,"1002.7"
"119",2017-03-18 23:00:00,"1002.8"
"120",2017-03-19 00:00:00,"1002.8"
"121",2017-03-19 01:00:00,"1002.6"
"122",2017-03-19 02:00:00,"1002.7"
"123",2017-03-19 03:00:00,"1002.7"
"124",2017-03-19 04:00:00,"1002.5"
"125",2017-03-19 05:00:00,"1003.0"
"126",2017-03-19 06:00:00,"1003.6"
"127",2017-03-19 07:00:00,"1003.7"
"128",2017-03-19 08:00:00,"1004.1"
"129",2017-03-19 09:00:00,"X"
"130",2017-03-19 10:00:00,"1002.2"
"131",2017-03-19 11:00:00,"1001.6"
"132",2017-03-19 12:00:00,"1001.3"
"133",2017-03-19 13:00:00,"1001.0"
"134",2017-03-19 14:00:00,"1001.0"
"135",2017-03-19 15:00:00,"1000.6"
"136",2017-03-19 16:00:00,"1001.0"
"137",2017-03-19 17:00:00,"1001.5"
"138",2017-03-19 18:00:00,"1001.9"
"139",2017-03-19 19:00:00,"1002.1"
"140",2017-03-19 20:00:00,"1002.7"
"141",2017-03-19 21:00:00,"1003.1"
"142",2017-03-19 22:00:00,"1003.1"
"143",2017-03-19 23:00:00,"1002.9"
"144",2017-03-20 00:00:00,"1002.3"
